publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Uranium Minerals									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47730	ABC International			fulltext		Films Media Group,									100047730	RAW
What Is a Stem Cell?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47731	ABC International			fulltext		Films Media Group,									100047731	RAW
Future of the Moon									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47737	ABC International			fulltext		Films Media Group,									100047737	RAW
Moon Dust									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47738	ABC International			fulltext		Films Media Group,									100047738	RAW
Fat and Fit									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47739	ABC International			fulltext		Films Media Group,									100047739	RAW
Green Roofs									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47741	ABC International			fulltext		Films Media Group,									100047741	RAW
Alcohol									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47743	ABC International			fulltext		Films Media Group,									100047743	RAW
Imaginary Friends									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47745	ABC International			fulltext		Films Media Group,									100047745	RAW
Mediterranean Diet									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47746	ABC International			fulltext		Films Media Group,									100047746	RAW
Fighting Fire with Fire									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47749	ABC International			fulltext		Films Media Group,									100047749	RAW
GM Bananas									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47750	ABC International			fulltext		Films Media Group,									100047750	RAW
Hookworms									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47753	ABC International			fulltext		Films Media Group,									100047753	RAW
Future Car									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47756	ABC International			fulltext		Films Media Group,									100047756	RAW
Growing Glaciers									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47759	ABC International			fulltext		Films Media Group,									100047759	RAW
Koala Virus									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47763	ABC International			fulltext		Films Media Group,									100047763	RAW
Fab Fiber									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47765	ABC International			fulltext		Films Media Group,									100047765	RAW
Stem Cells in the Brain									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47766	ABC International			fulltext		Films Media Group,									100047766	RAW
Decisions under Fire									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47769	ABC International			fulltext		Films Media Group,									100047769	RAW
Earthquake									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47773	ABC International			fulltext		Films Media Group,									100047773	RAW
Green Buildings									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47777	ABC International			fulltext		Films Media Group,									100047777	RAW
Land Speed Record									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47778	ABC International			fulltext		Films Media Group,									100047778	RAW
Southern Ocean Sentinel									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47779	ABC International			fulltext		Films Media Group,									100047779	RAW
Ice Core Drought									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47781	ABC International			fulltext		Films Media Group,									100047781	RAW
Space Balloons Launching NASA Balloon Telescopes /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47782	ABC International			fulltext		Films Media Group,									100047782	RAW
Transcendental Meditation Hocus-Pocus or Healthy Practice? /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47785	ABC International			fulltext		Films Media Group,									100047785	RAW
Interrupted Sleep The Dangers of Restricted Sleep /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47786	ABC International			fulltext		Films Media Group,									100047786	RAW
Indoor Air									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47788	ABC International			fulltext		Films Media Group,									100047788	RAW
Skating on the Edge Why Are Young Men Such Reckless Risk-Takers? /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47790	ABC International			fulltext		Films Media Group,									100047790	RAW
The History of the World									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47791	ABC International			fulltext		Films Media Group,									100047791	RAW
Scientists in Schools A New Approach for School Science /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47795	ABC International			fulltext		Films Media Group,									100047795	RAW
Cosmology									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47796	ABC International			fulltext		Films Media Group,									100047796	RAW
Fertility Decade									http://fod.infobase.com/PortalPlaylists.aspx?xtid=47797	ABC International			fulltext		Films Media Group,									100047797	RAW
The World Now Eats (and Dies) Like Americans									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48297	TED Conferences LLC			fulltext		Films Media Group,									100048297	RAW
What Is Our Place in the Cosmos?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48301	TED Conferences LLC			fulltext		Films Media Group,									100048301	RAW
Designing the Seattle Central Library									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48302	TED Conferences LLC			fulltext		Films Media Group,									100048302	RAW
TED Prize Wish Open-Source Architecture to House the World /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48304	TED Conferences LLC			fulltext		Films Media Group,									100048304	RAW
TED Prize Wish Share the Story of Earth's Manufactured Landscapes /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48305	TED Conferences LLC			fulltext		Films Media Group,									100048305	RAW
Living a Life of Purpose									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48306	TED Conferences LLC			fulltext		Films Media Group,									100048306	RAW
The Truly Soft Side of Software									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48307	TED Conferences LLC			fulltext		Films Media Group,									100048307	RAW
Art with Wire, Thread, Sugar, Chocolate									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48309	TED Conferences LLC			fulltext		Films Media Group,									100048309	RAW
Earth in Its Final Century?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48310	TED Conferences LLC			fulltext		Films Media Group,									100048310	RAW
Design Is in the Details									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48311	TED Conferences LLC			fulltext		Films Media Group,									100048311	RAW
Yes, Design Can Make You Happy									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48312	TED Conferences LLC			fulltext		Films Media Group,									100048312	RAW
Anna Deavere Smith Four American Characters /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48313	TED Conferences LLC			fulltext		Films Media Group,									100048313	RAW
The Tragedy of Suburbia									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48314	TED Conferences LLC			fulltext		Films Media Group,									100048314	RAW
Jaw-Dropping Photosynth Demo									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48315	TED Conferences LLC			fulltext		Films Media Group,									100048315	RAW
What Do We Really Know about the Spread of AIDS?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48316	TED Conferences LLC			fulltext		Films Media Group,									100048316	RAW
"Tackling Poverty with ""Patient Capital"									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48320	TED Conferences LLC			fulltext		Films Media Group,									100048320	RAW
Redefining the Dictionary									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48321	TED Conferences LLC			fulltext		Films Media Group,									100048321	RAW
The Art of Creating Creatures									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48322	TED Conferences LLC			fulltext		Films Media Group,									100048322	RAW
The Stuff of Thought									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48323	TED Conferences LLC			fulltext		Films Media Group,									100048323	RAW
Making Movies That Make Change									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48325	TED Conferences LLC			fulltext		Films Media Group,									100048325	RAW
Life at 30,000 Feet									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48327	TED Conferences LLC			fulltext		Films Media Group,									100048327	RAW
Beauty and Truth in Physics									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48332	TED Conferences LLC			fulltext		Films Media Group,									100048332	RAW
5 Dangerous Things You Should Let Your Kids Do									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48334	TED Conferences LLC			fulltext		Films Media Group,									100048334	RAW
How Do Ants Know What to Do?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48335	TED Conferences LLC			fulltext		Films Media Group,									100048335	RAW
Tales of Passion									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48336	TED Conferences LLC			fulltext		Films Media Group,									100048336	RAW
2008 TED Prize Wish An African Einstein /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48347	TED Conferences LLC			fulltext		Films Media Group,									100048347	RAW
2008 TED Prize Wish Charter for Compassion /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48348	TED Conferences LLC			fulltext		Films Media Group,									100048348	RAW
Releasing the Music in Your Head									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48350	TED Conferences LLC			fulltext		Films Media Group,									100048350	RAW
The Worldwide Web of Belief and Ritual									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48361	TED Conferences LLC			fulltext		Films Media Group,									100048361	RAW
10 Things to Know Before You Pitch a VC for Money									http://fod.infobase.com/PortalPlaylists.aspx?xtid=48369	TED Conferences LLC			fulltext		Films Media Group,									100048369	RAW
211 Anna /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=50887	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100050887	RAW
1962 NBC Special Report The Tunnel.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56327	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056327	RAW
1966 Congo Victim of Independence /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56326	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056326	RAW
1973 How Watergate Changed the Government									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56323	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056323	RAW
20 Young Guns - A Diane Sawyer Special /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56747	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056747	RAW
2013 TV Winners Presentation Reel									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56473	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056473	RAW
2013 TV Winners Reel									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56472	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056472	RAW
A Changing Delta Restoring the Colorado River Delta in Mexico /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56460	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056460	RAW
A Conversation with Bertrand Russell From NBC's Wisdom Series /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56320	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056320	RAW
A Conversation with John Hall Wheelock									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56321	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056321	RAW
A Conversation with Pablo Casals From NBC's Wisdom Series /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56322	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056322	RAW
A Farewell To Arms									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56686	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056686	RAW
A Place for All Faith and Community for Persons with Disabilities /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55229	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055229	RAW
A Study in Scarlet									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56704	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056704	RAW
Accounting Basics and Definitions Accounting Fundamentals /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=53616	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100053616	RAW
Adventures of Don Quixote									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56699	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056699	RAW
Aerospace The Universe as an Energy Source? /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56374	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056374	RAW
Albania Of God Forsaken /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55484	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055484	RAW
Algeria Country of Single Fares /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55486	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055486	RAW
Alice in Wonderland									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56698	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056698	RAW
Alma a Film by Patrick Rouxel /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56463	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056463	RAW
Amazing Artificial Skin									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56379	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056379	RAW
America. What Went Wrong? /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5030	Moyers, Bill D.			fulltext		Films Media Group,									100005030	RAW
An Ideal Husband									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56702	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056702	RAW
An Occurrence at Owl Creek Bridge									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56710	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056710	RAW
Ancient Bibles									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55768	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055768	RAW
And Then There Were None									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56709	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056709	RAW
Angels of the Basin									http://fod.infobase.com/PortalPlaylists.aspx?xtid=54419	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100054419	RAW
Anna Karenina									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56697	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056697	RAW
Anniversary of Three Mile Island									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56306	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056306	RAW
Apocalypse									http://fod.infobase.com/PortalPlaylists.aspx?xtid=6450	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100006450	RAW
Arch of Triumph									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56685	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056685	RAW
Argentina Power of Memory /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55478	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055478	RAW
Arsenic in Drinking Water									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56375	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056375	RAW
Art, Set Decoration, and Lighting Departments									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55226	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055226	RAW
Atlantic Crossing A Robot's Daring Mission /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56448	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056448	RAW
Australia Globally Acceptable /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55472	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055472	RAW
Balance of Trade									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56295	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056295	RAW
Bangladesh Country of Poets /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55458	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055458	RAW
Beauty									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55697	Cruickshank, Dan			fulltext		Films Media Group,									100055697	RAW
Bhutan Yak's Cheese and Butter in Bhutan /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55419	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055419	RAW
Black Hollywood Blaxploitation and Advancing an Independent Black Cinema /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51200	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051200	RAW
Bolshaw Murder									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55158	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055158	RAW
Bosnia We Are the Future /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55482	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055482	RAW
Brain Research Do Neurochips Improve Brain Quality? /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56377	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056377	RAW
Brave New Creation Scientists Who Create Life /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56363	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056363	RAW
Brazil Greatest Country of the World /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55477	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055477	RAW
Breaking Down Your Script									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55210	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055210	RAW
Breaking the Bonds, 1360-1415									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55710	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055710	RAW
Brie from Brie and the French Affineur									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55404	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055404	RAW
Budget Review Post-Production									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55213	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055213	RAW
Cain Carroll Pain-Free Joints /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51276	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051276	RAW
Cambodia The Laughing Monk /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55460	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055460	RAW
Can't Put Down the Oreos? It Might Be in Your Head /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56122	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056122	RAW
Cartier-Bresson's Century									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55969	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055969	RAW
Cheeses of Quebec									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55398	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055398	RAW
Chemerical									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56443	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056443	RAW
Chet Huntley Reporting Integration, The Alabama Story /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56329	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056329	RAW
Child Prostitution in Thailand									http://fod.infobase.com/PortalPlaylists.aspx?xtid=53143	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100053143	RAW
Chile Welcomes You									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55479	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055479	RAW
City of Man, City of God									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55139	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055139	RAW
Classic Rhythm & Blues.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51268	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051268	RAW
Cleaning Up CO2									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56362	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056362	RAW
Clear Blue Skies									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55682	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055682	RAW
Coaching New People									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56345	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056345	RAW
Coldplay Back to the Start /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=51046	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100051046	RAW
Confucius in Ancient China									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56486	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056486	RAW
Connections									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55700	Cruickshank, Dan			fulltext		Films Media Group,									100055700	RAW
Conquering Communication Anxiety Successful Speaking /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=49191	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100049191	RAW
Costume, Camera, Grip Departments									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55221	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055221	RAW
Cow Power									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56297	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056297	RAW
Crimes at the Dark House									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56716	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056716	RAW
Curtain of Water Understanding the U.S. Trade Embargo Against Cuba /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55431	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055431	RAW
Cyprus									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55402	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055402	RAW
Data at the Speed of Light									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56366	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056366	RAW
David Brinkley's Journal Inside Jimmy Hoffa /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56324	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056324	RAW
Days of Contempt									http://fod.infobase.com/PortalPlaylists.aspx?xtid=53622	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100053622	RAW
Decameron Nights									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56691	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056691	RAW
Deep Green Solutions to Stop Global Warming Now									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56459	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056459	RAW
Defeating the Hackers									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55774	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055774	RAW
Defeating the Superbugs									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55704	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055704	RAW
Denmark The Nordic Cheese Revolution /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55409	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055409	RAW
Did This Teacher Cross the Line?									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56119	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056119	RAW
Dirty Money									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55690	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055690	RAW
Dollars and Votes 2012 Election [dated or not?] /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56308	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056308	RAW
Drought Resistant Crops									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56360	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056360	RAW
Dying Green Natural Burial And Land Conservation /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56464	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056464	RAW
Dyslexia Diagnosis and Treatment /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=5144	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100005144	RAW
El Niño and Its Impact on the World									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56298	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056298	RAW
Electric Car American Industry and Innovation /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56300	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056300	RAW
Emile Zola									http://fod.infobase.com/PortalPlaylists.aspx?xtid=7718	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100007718	RAW
Endless Forms Most Beautiful									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55734	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055734	RAW
English in China									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56293	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056293	RAW
Enhancing Service									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56336	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056336	RAW
Ensuring Security									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56343	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056343	RAW
Epidemiology Linking Smoking and Lung Cancer /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56488	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056488	RAW
Equalizers, Frequency, and Processing									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55193	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055193	RAW
Eugene Delacroix									http://fod.infobase.com/PortalPlaylists.aspx?xtid=7785	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100007785	RAW
Experiencing Aging									http://fod.infobase.com/PortalPlaylists.aspx?xtid=54418	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100054418	RAW
Faster, Smarter, Everywhere									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56368	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056368	RAW
Faust									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56683	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056683	RAW
FedFlix.									http://fod.infobase.com/PortalPlaylists.aspx?xtid=54132	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100054132	RAW
Female Sexual Dysfunction Second Opinion /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55302	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055302	RAW
Fixing the System									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55676	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055676	RAW
Flo Seccombe Murder									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55160	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055160	RAW
Florida Cops' Controversial Cocaine Stings									http://fod.infobase.com/PortalPlaylists.aspx?xtid=56120	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100056120	RAW
Fracking The New Energy Rush /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55772	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055772	RAW
France The Last Trappist Monks Cheese /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55421	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055421	RAW
Frankenstein's Monster									http://fod.infobase.com/PortalPlaylists.aspx?xtid=55681	Films for the Humanities & Sciences (Firm)			fulltext		Films Media Group,									100055681	RAW
